action,advpnsc,assignip,cookies,date,desc,dir,dst_host,duration,error_num,espauth,esptransform,eventtime,exch,fctuid,group,in_spi,init,level,locip,locport,logdesc,logid,mode,msg,nextstat,out_spi,outintf,peer_notif,phase2_name,rcvdbyte,reason,remip,remport,result,role,sentbyte,seq,spi,srccountry,stage,status,subtype,time,tunnelid,tunnelip,tunneltype,type,tz,user,useralt,vd,version,vpntunnel,xauthgroup,xauthuser
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721545156513620057,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,07:59:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721545156122928963,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,94.232.47.205,,,,,,,Russian Federation,,,vpn,07:59:16,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,493195,,,,1721545125570584438,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,444844456,,41.111.161.37,14514,,,526277644,,,Algeria,,,vpn,07:58:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544951516781403,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:55:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544951516678103,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:55:51,0,,ssl-web,event,+0100,rjl,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544951118168703,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:55:51,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544950702307583,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:55:50,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,3e35c70729dfedef/0000000000000000,2024-07-21,,inbound,,,,,,1721544875669909530,,N/A,N/A,,remote,error,41.106.128.163,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,184.105.139.80,26116,ERROR,responder,,,,United States,1,failure,vpn,07:54:35,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,3e35c70729dfedef/0000000000000000,2024-07-21,,,,,,,,1721544875669899945,,N/A,N/A,,,error,41.106.128.163,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,184.105.139.80,26116,,,,,,,,negotiate_error,vpn,07:54:35,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544836012483555,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:53:56,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544836012381620,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:53:56,0,,ssl-web,event,+0100,moritanikinitiro,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544835641535816,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:53:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544835242611784,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:53:55,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544749739905261,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:52:29,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544749739798021,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:52:29,0,,ssl-web,event,+0100,earthliest,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544748537803388,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:52:28,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544748164292971,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:52:28,0,,ssl,event,+0100,N/A,,root,,,,
negotiate,0,N/A,3e35c70729dfedef/0000000000000000,2024-07-21,,inbound,,,,,,1721544734034932303,,N/A,N/A,,remote,error,41.106.128.165,500,Progress IPsec phase 1,0101037128,main,progress IPsec phase 1,,,port6,,,,,184.105.139.88,39080,ERROR,responder,,,,United States,1,failure,vpn,07:52:14,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
negotiate,0,N/A,3e35c70729dfedef/0000000000000000,2024-07-21,,,,,,,,1721544734034918790,,N/A,N/A,,,error,41.106.128.165,500,IPsec phase 1 error,0101037124,,IPsec phase 1 error,,,port6,NOT-APPLICABLE,,,peer SA proposal not match local policy,184.105.139.88,39080,,,,,,,,negotiate_error,vpn,07:52:14,,,,event,+0100,N/A,N/A,root,,N/A,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544723677857518,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:52:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544723677747326,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,07:52:03,0,,ssl-web,event,+0100,bquegneaux,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544723068760066,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:52:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544722471962490,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:52:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544616296282146,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:50:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544616296181791,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:50:16,0,,ssl-web,event,+0100,jhhuang,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544615867505146,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:50:16,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544612461886920,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:50:12,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544534561635311,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:48:54,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544534561528611,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:48:54,0,,ssl-web,event,+0100,zztmark2,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544533766817580,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:48:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544533102705562,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:48:53,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,492595,,,,1721544525564947910,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,444519624,,41.111.161.37,14514,,,525933003,,,Algeria,,,vpn,07:48:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544248296882755,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:44:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544247995824197,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:44:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544247995804051,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:44:08,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544247499329670,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:44:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544193710481891,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544193710378232,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:13,0,,ssl-web,event,+0100,gamzez,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544193362018053,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544192994062228,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544183113590763,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:03,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544183113487645,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:03,0,,ssl-web,event,+0100,jma,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544182756275677,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544182392369961,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:43:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544114167275743,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:41:54,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544114167163813,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,07:41:54,0,,ssl-web,event,+0100,youcef.bouadi,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544113142013513,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:41:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544112540520951,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:41:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544084638504130,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544084388042070,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544084388019682,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544083899618812,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:24,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544073770454665,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544073770353794,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:13,0,,ssl-web,event,+0100,michael_dileo,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544073364463896,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544072976304342,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:41:13,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544031656356966,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:40:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721544031656219365,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:40:31,0,,ssl-web,event,+0100,mark.jackson,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544031214355205,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:40:31,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721544030811690043,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:40:31,0,,ssl,event,+0100,N/A,,root,,,,
tunnel-stats,0,N/A,6411abcc6216f739/9d1911ba747ed135,2024-07-21,,,,491995,,,,1721543925565507989,,N/A,N/A,,,notice,41.106.128.162,4500,IPsec tunnel statistics,0101037141,,IPsec tunnel statistics,600,,port6,,,444116504,,41.111.161.37,14514,,,525582971,,,Algeria,,,vpn,07:38:45,790370705,N/A,ipsec,event,+0100,192.168.1.122,N/A,root,,DG,N/A,N/A
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543771508118278,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:36:11,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721543771508001226,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,07:36:11,0,,ssl-web,event,+0100,denys.lopez,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543770743657113,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:36:10,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543770139569199,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:36:10,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543693646476075,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:34:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721543693646359573,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:34:53,0,,ssl-web,event,+0100,taka.k,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543693286903891,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:34:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543692886788805,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:34:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543626835294223,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:33:47,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721543626835193593,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,69.50.95.251,,,,,,,United States,,,vpn,07:33:46,0,,ssl-web,event,+0100,janluis_12345,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543626212606937,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:33:46,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543625617913813,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,69.50.95.251,,,,,,,United States,,,vpn,07:33:45,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543566948736418,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:32:47,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721543566948635337,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:32:46,0,,ssl-web,event,+0100,sugouti,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543566509501073,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:32:46,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543562860140222,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:32:43,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721543471067804012,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,206.168.34.41,,,,,,,United States,,,vpn,07:31:11,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721543468841744951,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,206.168.34.41,,,,,,,United States,,,vpn,07:31:09,0,,ssl,event,+0100,N/A,,root,,,,
ssl-exit-error,,,,2024-07-21,,,N/A,,,,,1721543466894902484,,N/A,N/A,,,error,,,SSL VPN exit error,0101039946,,SSL exit error,,,,,,,N/A,206.168.34.41,,,,,,,United States,,,vpn,07:31:07,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543464822001962,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:31:05,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543464821977639,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:31:05,0,,ssl,event,+0100,N/A,,root,,,,
ssl-new-con,,,,2024-07-21,,,N/A,,,,,1721543464571595549,,N/A,N/A,,,information,,,SSL VPN new connection,0101039943,,SSL new connection,,,,,,,N/A,206.168.34.41,,,,,,,United States,,,vpn,07:31:04,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543462290933653,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:31:02,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543458623066583,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:30:58,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543457524067642,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:30:57,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543457524041827,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:30:57,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543453244851922,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:30:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-login-fail,,,,2024-07-21,,,N/A,,,,,1721543453244740615,,,N/A,,,alert,,,SSL VPN login fail,0101039426,,SSL user failed to logged in,,,,,,,sslvpn_login_unknown_user,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:30:53,0,,ssl-web,event,+0100,lucky2.mickey-minnie,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543452847902205,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:30:53,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543452494539434,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:30:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543452218297271,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:30:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543452218268815,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,206.168.34.41,,,,,,,United States,,,vpn,07:30:52,0,,ssl,event,+0100,N/A,,root,,,,
ssl-alert,,,,2024-07-21,close notify,,N/A,,,,,1721543360151491836,,,N/A,,,error,,,SSL VPN alert,0101039944,,SSL alerts,,,,,,,warning,2.57.149.109,,,,,,,Russian Federation,,,vpn,07:29:20,0,,ssl,event,+0100,N/A,,root,,,,
