action,assigned,bandwidth,cfgattr,cfgobj,cfgpath,cfgtid,community,cpu,date,dhcp_msg,disk,disklograte,dstip,dstport,duration,eventtime,fazlograte,field,freediskstorage,from,gateway,hostname,interface,ip,lease,level,logdesc,logid,mac,mem,method,msg,mtu,name,new_value,old_value,profile,reason,role,scope,server,setuprate,sn,srcip,srcport,state,status,stitch,stitchaction,subtype,sysuptime,time,total,totalsession,trigger,type,tz,ui,used,user,uuid,vd,version,waninfo
perf-stats,,5308/3712,,,,,,0,2024-07-20,,0,0,,,,1721490827189281367,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12384, setup-rate: 85",,,,,,,,,,85,,,,,,,,system,439017,16:53:47,,12384,,event,+0100,,,,,root,,"name=port6,bytes=236862322275/31039413467,packets=214952325/86975288;"
perf-stats,,3916/2508,,,,,,0,2024-07-20,,0,0,,,,1721490527193831483,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12593, setup-rate: 49",,,,,,,,,,49,,,,,,,,system,438717,16:48:47,,12593,,event,+0100,,,,,root,,"name=port6,bytes=236764633256/31031420240,packets=214859550/86933959;"
perf-stats,,3874/2333,,,,,,0,2024-07-20,,0,0,,,,1721490227194143327,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12180, setup-rate: 44",,,,,,,,,,44,,,,,,,,system,438417,16:43:47,,12180,,event,+0100,,,,,root,,"name=port6,bytes=236667167206/31026279565,packets=214770084/86899909;"
perf-stats,,4664/3159,,,,,,0,2024-07-20,,0,0,,,,1721489927194802031,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  10918, setup-rate: 70",,,,,,,,,,70,,,,,,,,system,438117,16:38:47,,10918,,event,+0100,,,,,root,,"name=port6,bytes=236575405665/31021294703,packets=214684548/86865710;"
perf-stats,,5417/4072,,,,,,0,2024-07-20,,0,0,,,,1721489627193985122,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12797, setup-rate: 78",,,,,,,,,,78,,,,,,,,system,437817,16:33:47,,12797,,event,+0100,,,,,root,,"name=port6,bytes=236481159918/31016076322,packets=214596453/86830461;"
,154.246.205.210,,,,,,,,2024-07-20,,,,,,,1721489427041827111,,,,,10.104.19.101,,,,,notice,PPPoE status report,0100029010,,,,PPPoE status report,1492,,,,,,,,,,,,,,,,,system,,16:30:27,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721489426728258580,,,,,,,,,,notice,PPP daemon started,0100029013,,,,pppd is started,,,,,,,,,,,,,,,,,,system,,16:30:27,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721489420631918546,,,,,,,,,,information,PPP daemon exited,0100029014,,,,pppd is exiting,,,,,,,,,,,,,,,,,,system,,16:30:21,,,,event,+0100,,,,,root,,
perf-stats,,5071/3248,,,,,,0,2024-07-20,,0,0,,,,1721489327191750309,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13808, setup-rate: 67",,,,,,,,,,67,,,,,,,,system,437517,16:28:47,,13808,,event,+0100,,,,,root,,"name=port6,bytes=236380257207/31010755081,packets=214503520/86795156;"
,,,,,,,,,2024-07-20,,,,,,,1721489293249436996,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,16:28:13,,,,event,+0100,,,,,root,,
perf-stats,,5922/4227,,,,,,0,2024-07-20,,0,0,,,,1721489027190757018,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13969, setup-rate: 74",,,,,,,,,,74,,,,,,,,system,437217,16:23:47,,13969,,event,+0100,,,,,root,,"name=port6,bytes=236274754732/31004361940,packets=214404508/86756287;"
perf-stats,,4590/3257,,,,,,0,2024-07-20,,0,0,,,,1721488727188667865,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13186, setup-rate: 53",,,,,,,,,,53,,,,,,,,system,436917,16:18:47,,13186,,event,+0100,,,,,root,,"name=port6,bytes=236165265479/30997162118,packets=214304148/86717850;"
perf-stats,,4417/3002,,,,,,0,2024-07-20,,0,0,,,,1721488427188838779,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13059, setup-rate: 87",,,,,,,,,,87,,,,,,,,system,436617,16:13:47,,13059,,event,+0100,,,,,root,,"name=port6,bytes=236058820275/30991488384,packets=214206756/86681402;"
perf-stats,,5163/3491,,,,,,0,2024-07-20,,0,0,,,,1721488127191034919,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13122, setup-rate: 99",,,,,,,,,,99,,,,,,,,system,436317,16:08:47,,13122,,event,+0100,,,,,root,,"name=port6,bytes=235957239967/30986180081,packets=214114756/86648082;"
perf-stats,,6768/5108,,,,,,0,2024-07-20,,0,0,,,,1721487827189543295,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13705, setup-rate: 114",,,,,,,,,,114,,,,,,,,system,436017,16:03:47,,13705,,event,+0100,,,,,root,,"name=port6,bytes=235848656027/30979187072,packets=214013352/86607764;"
,,,,,,,,,2024-07-20,,,,,,,1721487532360988051,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,15:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721487532360986998,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,15:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721487532360985799,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,15:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721487532360983808,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,15:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,5040/3532,,,,,,0,2024-07-20,,0,0,,,,1721487527190687699,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13557, setup-rate: 80",,,,,,,,,,80,,,,,,,,system,435717,15:58:47,,13557,,event,+0100,,,,,root,,"name=port6,bytes=235737596353/30969776564,packets=213910895/86565911;"
update,,,,,,,,,2024-07-20,,,,,,,1721487515473990781,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,15:58:35,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721487494508958422,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05956) etdb(92.05956) exdb(1.00000) avai(2.17221) mmdb(92.05956) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,15:58:15,,,,event,+0100,,,,,root,,
perf-stats,,4097/2564,,,,,,0,2024-07-20,,0,0,,,,1721487227191596856,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13645, setup-rate: 67",,,,,,,,,,67,,,,,,,,system,435417,15:53:47,,13645,,event,+0100,,,,,root,,"name=port6,bytes=235618825416/30955434608,packets=213799581/86516217;"
perf-stats,,4432/3078,,,,,,0,2024-07-20,,0,0,,,,1721486927190445448,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  11528, setup-rate: 84",,,,,,,,,,84,,,,,,,,system,435117,15:48:47,,11528,,event,+0100,,,,,root,,"name=port6,bytes=235511005873/30945963222,packets=213697861/86471265;"
perf-stats,,4855/3152,,,,,,0,2024-07-20,,0,0,,,,1721486627188766768,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14242, setup-rate: 79",,,,,,,,,,79,,,,,,,,system,434817,15:43:47,,14242,,event,+0100,,,,,root,,"name=port6,bytes=235408426326/30904732296,packets=213586828/86408060;"
perf-stats,,7667/6366,,,,,,0,2024-07-20,,0,0,,,,1721486327185445329,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14288, setup-rate: 66",,,,,,,,,,66,,,,,,,,system,434517,15:38:47,,14288,,event,+0100,,,,,root,,"name=port6,bytes=235290226388/30818143054,packets=213460044/86313582;"
perf-stats,,5929/4198,,,,,,0,2024-07-20,,0,0,,,,1721486027176429473,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13120, setup-rate: 89",,,,,,,,,,89,,,,,,,,system,434217,15:33:47,,13120,,event,+0100,,,,,root,,"name=port6,bytes=235171410415/30805906980,packets=213350369/86264871;"
perf-stats,,3457/2434,,,,,,0,2024-07-20,,0,0,,,,1721485727180793525,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  10579, setup-rate: 71",,,,,,,,,,71,,,,,,,,system,433917,15:28:47,,10579,,event,+0100,,,,,root,,"name=port6,bytes=235064742277/30799349537,packets=213253785/86225755;"
,,,,,,,,,2024-07-20,,,,,,,1721485690071907390,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,15:28:10,,,,event,+0100,,,,,root,,
perf-stats,,4541/3042,,,,,,0,2024-07-20,,0,0,,,,1721485427183418767,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13962, setup-rate: 54",,,,,,,,,,54,,,,,,,,system,433617,15:23:47,,13962,,event,+0100,,,,,root,,"name=port6,bytes=234963231650/30793634566,packets=213159635/86188772;"
,,,,,,,,,2024-07-20,,,,,,,1721485158460883694,,,,log,,,,,,notice,Automation stitch triggered,0100046600,,,,stitch:Security Rating Notification is triggered.,,,,,,,,,,,,,,,,Security Rating Notification,Security Rating Notification_ios-notification,system,,15:19:19,,,Security Rating Notification,event,+0100,,,,,root,,
perf-stats,,2895/2195,,,,,,0,2024-07-20,,0,0,,,,1721485127177507484,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3319, setup-rate: 15",,,,,,,,,,15,,,,,,,,system,433317,15:18:46,,3319,,event,+0100,,,,,root,,"name=port6,bytes=234857930115/30786102839,packets=213062427/86143782;"
perf-stats,,2088/1632,,,,,,0,2024-07-20,,0,0,,,,1721484827182287066,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3441, setup-rate: 25",,,,,,,,,,25,,,,,,,,system,433017,15:13:46,,3441,,event,+0100,,,,,root,,"name=port6,bytes=234825201506/30781469077,packets=213025209/86120626;"
perf-stats,,1499/1049,,,,,,0,2024-07-20,,0,0,,,,1721484527178554826,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3398, setup-rate: 30",,,,,,,,,,30,,,,,,,,system,432717,15:08:47,,3398,,event,+0100,,,,,root,,"name=port6,bytes=234801047544/30778040007,packets=212994634/86101629;"
perf-stats,,2882/2120,,,,,,0,2024-07-20,,0,0,,,,1721484227184926068,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3544, setup-rate: 27",,,,,,,,,,27,,,,,,,,system,432417,15:03:47,,3544,,event,+0100,,,,,root,,"name=port6,bytes=234774781555/30773285740,packets=212958377/86076363;"
,,,,,,,,,2024-07-20,,,,,,,1721483932341028834,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,14:58:51,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721483932341027383,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,14:58:51,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721483932341026059,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,14:58:51,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721483932341023677,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,14:58:51,21,,,event,+0100,,16,,,root,,
perf-stats,,6886/6209,,,,,,0,2024-07-20,,0,0,,,,1721483927181051032,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3995, setup-rate: 31",,,,,,,,,,31,,,,,,,,system,432117,14:58:47,,3995,,event,+0100,,,,,root,,"name=port6,bytes=234739290980/30760756484,packets=212908377/86037631;"
update,,,,,,,,,2024-07-20,,,,,,,1721483920778973305,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,14:58:41,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721483899756880465,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05955) etdb(92.05955) exdb(1.00000) avai(2.17221) mmdb(92.05955) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,14:58:19,,,,event,+0100,,,,,root,,
perf-stats,,2715/1587,,,,,,1,2024-07-20,,0,0,,,,1721483627175566081,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 1, memory:  30, concurrent sessions:  5826, setup-rate: 23",,,,,,,,,,23,,,,,,,,system,431817,14:53:47,,5826,,event,+0100,,,,,root,,"name=port6,bytes=234694527689/30741971327,packets=212848200/85993131;"
perf-stats,,5100/4393,,,,,,1,2024-07-20,,0,0,,,,1721483327185036450,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 1, memory:  30, concurrent sessions:  7206, setup-rate: 52",,,,,,,,,,52,,,,,,,,system,431517,14:48:47,,7206,,event,+0100,,,,,root,,"name=port6,bytes=234630215724/30729809449,packets=212779581/85952208;"
perf-stats,,2157/1692,,,,,,0,2024-07-20,,0,0,,,,1721483027177398685,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3221, setup-rate: 20",,,,,,,,,,20,,,,,,,,system,431217,14:43:46,,3221,,event,+0100,,,,,root,,"name=port6,bytes=234579500074/30724575528,packets=212728280/85920834;"
perf-stats,,1820/1063,,,,,,0,2024-07-20,,0,0,,,,1721482727177177639,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3286, setup-rate: 40",,,,,,,,,,40,,,,,,,,system,430917,14:38:46,,3286,,event,+0100,,,,,root,,"name=port6,bytes=234551696235/30705540328,packets=212688097/85887331;"
perf-stats,,7268/6487,,,,,,0,2024-07-20,,0,0,,,,1721482427177941979,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  4745, setup-rate: 39",,,,,,,,,,39,,,,,,,,system,430617,14:33:46,,4745,,event,+0100,,,,,root,,"name=port6,bytes=234524567441/30691783477,packets=212644591/85855009;"
perf-stats,,3996/3311,,,,,,0,2024-07-20,,0,0,,,,1721482127180188397,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  4177, setup-rate: 19",,,,,,,,,,19,,,,,,,,system,430317,14:28:46,,4177,,event,+0100,,,,,root,,"name=port6,bytes=234471707018/30652298235,packets=212566953/85792595;"
,,,,,,,,,2024-07-20,,,,,,,1721482089570508653,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,14:28:10,,,,event,+0100,,,,,root,,
perf-stats,,2768/2042,,,,,,0,2024-07-20,,0,0,,,,1721481827175373199,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3834, setup-rate: 18",,,,,,,,,,18,,,,,,,,system,430017,14:23:46,,3834,,event,+0100,,,,,root,,"name=port6,bytes=234436255177/30610557727,packets=212503641/85736300;"
perf-stats,,8299/7473,,,,,,0,2024-07-20,,0,0,,,,1721481527168674567,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  6001, setup-rate: 27",,,,,,,,,,27,,,,,,,,system,429717,14:18:47,,6001,,event,+0100,,,,,root,,"name=port6,bytes=234364506323/30559979362,packets=212409614/85662562;"
perf-stats,,3957/3093,,,,,,0,2024-07-20,,0,0,,,,1721481227165401763,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3688, setup-rate: 22",,,,,,,,,,22,,,,,,,,system,429417,14:13:46,,3688,,event,+0100,,,,,root,,"name=port6,bytes=234298117458/30502053322,packets=212317589/85586863;"
perf-stats,,2426/1397,,,,,,0,2024-07-20,,0,0,,,,1721480927163339058,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  4470, setup-rate: 44",,,,,,,,,,44,,,,,,,,system,429117,14:08:47,,4470,,event,+0100,,,,,root,,"name=port6,bytes=234265218474/30483287181,packets=212265612/85547491;"
perf-stats,,2117/1436,,,,,,0,2024-07-20,,0,0,,,,1721480627159632770,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  4517, setup-rate: 32",,,,,,,,,,32,,,,,,,,system,428817,14:03:47,,4517,,event,+0100,,,,,root,,"name=port6,bytes=234224342695/30473475344,packets=212213419/85512523;"
,,,,,,,,,2024-07-20,,,,,,,1721480332331054068,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,13:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721480332331052736,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,13:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721480332331051406,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,13:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721480332331049390,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,13:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,2091/1723,,,,,,0,2024-07-20,,0,0,,,,1721480327158688092,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  5692, setup-rate: 37",,,,,,,,,,37,,,,,,,,system,428517,13:58:46,,5692,,event,+0100,,,,,root,,"name=port6,bytes=234195587432/30460037289,packets=212170226/85482521;"
update,,,,,,,,,2024-07-20,,,,,,,1721480316159343786,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,13:58:36,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721480295200558627,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05954) etdb(92.05954) exdb(1.00000) avai(2.17220) mmdb(92.05954) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,13:58:16,,,,event,+0100,,,,,root,,
perf-stats,,2761/2019,,,,,,0,2024-07-20,,0,0,,,,1721480027163103576,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  3915, setup-rate: 23",,,,,,,,,,23,,,,,,,,system,428217,13:53:46,,3915,,event,+0100,,,,,root,,"name=port6,bytes=234142131659/30409867309,packets=212094147/85418979;"
perf-stats,,4123/3039,,,,,,0,2024-07-20,,0,0,,,,1721479727157905990,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  5019, setup-rate: 31",,,,,,,,,,31,,,,,,,,system,427917,13:48:46,,5019,,event,+0100,,,,,root,,"name=port6,bytes=234110734021/30384489695,packets=212044391/85380238;"
perf-stats,,4555/3703,,,,,,0,2024-07-20,,0,0,,,,1721479427157012591,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  4967, setup-rate: 38",,,,,,,,,,38,,,,,,,,system,427617,13:43:46,,4967,,event,+0100,,,,,root,,"name=port6,bytes=234078456710/30335950992,packets=211982032/85321521;"
perf-stats,,5145/3662,,,,,,0,2024-07-20,,0,0,,,,1721479127156408459,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14254, setup-rate: 137",,,,,,,,,,137,,,,,,,,system,427317,13:38:46,,14254,,event,+0100,,,,,root,,"name=port6,bytes=234029358918/30326366651,packets=211924001/85290177;"
perf-stats,,6267/4794,,,,,,0,2024-07-20,,0,0,,,,1721478827163264332,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13944, setup-rate: 80",,,,,,,,,,80,,,,,,,,system,427017,13:33:46,,13944,,event,+0100,,,,,root,,"name=port6,bytes=233918430217/30320829174,packets=211823670/85251153;"
perf-stats,,4841/3397,,,,,,0,2024-07-20,,0,0,,,,1721478527163003728,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  12880, setup-rate: 104",,,,,,,,,,104,,,,,,,,system,426717,13:28:48,,12880,,event,+0100,,,,,root,,"name=port6,bytes=233798591278/30312795870,packets=211714648/85205518;"
,,,,,,,,,2024-07-20,,,,,,,1721478490317115907,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,13:28:10,,,,event,+0100,,,,,root,,
perf-stats,,4237/3379,,,,,,0,2024-07-20,,0,0,,,,1721478227159240233,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13860, setup-rate: 53",,,,,,,,,,53,,,,,,,,system,426417,13:23:48,,13860,,event,+0100,,,,,root,,"name=port6,bytes=233691862279/30306418935,packets=211613581/85164759;"
perf-stats,,3526/2310,,,,,,0,2024-07-20,,0,0,,,,1721477927159238081,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13617, setup-rate: 57",,,,,,,,,,57,,,,,,,,system,426117,13:18:48,,13617,,event,+0100,,,,,root,,"name=port6,bytes=233580481547/30299460611,packets=211508319/85119703;"
perf-stats,,5189/3470,,,,,,0,2024-07-20,,0,0,,,,1721477627157789280,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14160, setup-rate: 101",,,,,,,,,,101,,,,,,,,system,425817,13:13:48,,14160,,event,+0100,,,,,root,,"name=port6,bytes=233466719925/30291581081,packets=211400639/85072681;"
perf-stats,,5445/3772,,,,,,0,2024-07-20,,0,0,,,,1721477327165153284,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  14312, setup-rate: 108",,,,,,,,,,108,,,,,,,,system,425517,13:08:47,,14312,,event,+0100,,,,,root,,"name=port6,bytes=233353414307/30282672615,packets=211292313/85025688;"
perf-stats,,7333/5677,,,,,,0,2024-07-20,,0,0,,,,1721477027158061709,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  13722, setup-rate: 70",,,,,,,,,,70,,,,,,,,system,425217,13:03:48,,13722,,event,+0100,,,,,root,,"name=port6,bytes=233239182383/30266841540,packets=211180904/84974845;"
,,,,,,,,,2024-07-20,,,,,,,1721476732314264645,,,,,,,port1,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,12:58:52,171,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721476732314263232,,,,,,,mgmt,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,12:58:52,101,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721476732314262018,,,,,,,fortilink,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,12:58:52,253,,,event,+0100,,0,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721476732314260172,,,,,,,VLAN-2,,,information,DHCP statistics,0100026003,,,,DHCP statistics,,,,,,,,,,,,,,,,,,system,,12:58:52,21,,,event,+0100,,16,,,root,,
perf-stats,,5198/3517,,,,,,0,2024-07-20,,0,0,,,,1721476727158815547,0,,0,,,,,,,notice,System performance statistics,0100040704,,30,,"Performance statistics: average CPU: 0, memory:  30, concurrent sessions:  15323, setup-rate: 76",,,,,,,,,,76,,,,,,,,system,424917,12:58:48,,15323,,event,+0100,,,,,root,,"name=port6,bytes=233124277116/30234945898,packets=211063516/84915834;"
update,,,,,,,,,2024-07-20,,,,,,,1721476719832843868,,,,,,,,,,notice,Scanunit reloaded AV Database,0100022813,,,,scanunit=manager pid=3314 cause='signal' AV database reload requested 1 times by updated (pid 3316) successful,,,,,,,,,,,,,,,,,,system,,12:58:40,,,,event,+0100,,,,,root,,
,,,,,,,,,2024-07-20,,,,,,,1721476698802033636,,,,,,,,,,notice,FortiGate update succeeded,0100041000,,,,Fortigate scheduled update fcni=yes fdni=yes fsci=yes virdb(92.05953) etdb(92.05953) exdb(1.00000) avai(2.17220) mmdb(92.05953) from 173.243.140.6:443,,,,,,,,,,,,,,,update,,,system,,12:58:18,,,,event,+0100,,,,,root,,
